"user_id","first_name","last_name","dob","martital_status","ethinicity"
89,"David","Martin","1949-04-02","Unknown","Asian"
90,"Barbara","Perez","1973-11-12","Married","White"
91,"Ruth","Phillips","1984-03-14","Single","Other"
92,"Teresa","Brown","1976-11-18","Unknown","White"
93,"Carl","Edwards","1983-05-24","Unknown","Hispanic"
94,"Steven","Mitchell","1985-09-07","Married","Asian"
95,"Timothy","Moore","1970-07-11","Single","Black"
96,"Anthony","Davis","1963-05-19","Married","Black"
97,"Brian","Allen","1970-08-11","Single","White"
98,"Linda","Gonzalez","1972-11-29","Married","Other"
99,"Lisa","Mitchell","1994-05-06","Unknown","Hispanic"
100,"Jeffrey","Lee","1984-03-22","Single","White"
101,"Joshua","Young","1967-03-23","Married","Other"
102,"Lisa","Nelson","1972-12-10","Married","Hispanic"
103,"Teresa","Young","1984-04-03","Married","Black"
104,"Edward","Williams","1951-08-02","Married","Hispanic"
105,"Matthew","Turner","1959-06-26","Unknown","Other"
106,"Sarah","Jones","1984-05-06","Unknown","Black"
107,"Mark","Garcia","1961-06-16","Single","White"
108,"Dorothy","Wright","1981-06-14","Single","White"
109,"John","Parker","1969-09-28","Unknown","Asian"
110,"Sandra","Evans","1979-03-18","Single","Asian"
111,"Timothy","Adams","1986-10-02","Single","Other"
112,"Ann","Collins","1995-12-05","Married","White"
113,"Ruth","Edwards","1975-06-11","Single","Black"
114,"Frank","Taylor","1962-09-28","Single","White"
115,"Frank","Jones","1980-12-04","Married","White"
116,"Angela","Garcia","1985-11-06","Single","White"
117,"Edward","Nelson","1968-02-02","Unknown","White"
118,"Anthony","Garcia","1984-04-16","Single","Black"
119,"Martha","Johnson","1992-07-28","Single","White"
120,"Kimberly","Robinson","1980-09-15","Single","Asian"
121,"Kenneth","Smith","1984-01-29","Married","White"
122,"Andrew","Wilson","1989-12-12","Single","Asian"
123,"Lisa","Gonzalez","1966-06-22","Single","Black"
124,"Steven","Wright","1982-01-11","Single","Black"
125,"James","Davis","1980-02-25","Single","Black"
126,"Brian","Robinson","1984-02-04","Married","Hispanic"
127,"Daniel","Evans","1954-12-19","Single","White"
128,"Betty","Collins","1971-06-15","Married","Hispanic"
129,"Heather","King","1975-04-27","Single","Other"
130,"Amanda","Roberts","1966-12-26","Single","White"
131,"Donald","Roberts","1975-09-21","Married","Asian"
132,"Gary","Phillips","1973-02-02","Married","Other"
133,"Andrew","Moore","1975-11-21","Unknown","White"
134,"Jose","Taylor","1960-04-20","Unknown","Asian"
135,"Charles","Edwards","1985-12-08","Married","White"
136,"Barbara","Martinez","1961-05-14","Married","Hispanic"
137,"Henry","Thomas","1980-12-24","Married","White"
138,"Amy","Jones","1961-09-01","Married","Hispanic"
139,"Donald","Mitchell","1981-12-25","Unknown","White"
140,"Christopher","Harris","1965-08-14","Unknown","White"
141,"Frank","Johnson","1985-04-13","Married","White"
142,"Frank","King","1966-09-07","Unknown","Black"
143,"Christine","Davis","1982-10-13","Single","Black"
144,"Margaret","Collins","1976-02-07","Married","White"
145,"Ronald","Mitchell","1977-06-13","Single","White"
146,"Joyce","Perez","1977-04-11","Single","White"
147,"Matthew","Smith","1985-11-03","Single","Hispanic"
148,"Matthew","Green","1985-08-16","Married","White"
149,"Barbara","Jones","1966-03-04","Married","Asian"
150,"Kevin","Harris","1967-10-04","Single","White"
151,"Mary","Anderson","1980-04-22","Married","Asian"
152,"Kevin","Moore","1970-08-13","Married","White"
153,"Rebecca","Lee","1992-04-06","Single","Hispanic"
154,"Alice","Hernandez","1966-09-12","Unknown","White"
155,"Charles","Carter","1980-04-03","Unknown","Asian"
156,"David","Parker","1982-03-06","Single","Other"
157,"Mark","Hall","1969-08-05","Unknown","Black"
158,"Catherine","Collins","1964-12-17","Single","White"
159,"Margaret","Miller","1984-02-24","Single","Black"
160,"Charles","Robinson","1973-08-10","Married","White"
161,"Paul","Green","1973-03-27","Single","Hispanic"
162,"Christopher","Evans","1982-03-21","Unknown","Other"
163,"Edward","Jones","1970-12-20","Married","Asian"
164,"Elizabeth","Edwards","1980-05-13","Single","Hispanic"
165,"Amanda","Evans","1991-03-20","Married","Asian"
166,"Scott","Mitchell","1981-12-06","Unknown","White"
167,"Carl","Gonzalez","1974-12-26","Single","White"
168,"Peter","Anderson","1981-03-24","Single","Black"
169,"Virginia","Turner","1976-01-04","Single","White"
170,"Henry","Thompson","1983-05-22","Unknown","Asian"
171,"Barbara","Evans","1984-09-12","Married","Asian"
172,"Gary","Lewis","1979-10-22","Single","Asian"
173,"Janet","Carter","1980-05-21","Single","Black"
174,"Joseph","Phillips","1976-01-14","Single","White"
175,"Daniel","Hill","1979-11-11","Married","White"
176,"Brenda","King","1983-05-06","Single","Other"
177,"Steven","Baker","1959-05-24","Single","Other"
178,"Teresa","Jones","1995-06-09","Married","White"
179,"Kevin","Martin","1975-09-09","Single","White"
180,"Karen","Williams","1981-06-12","Unknown","White"
181,"Richard","Wilson","1969-02-28","Married","Black"
182,"Peter","Phillips","1982-03-14","Married","Hispanic"
183,"Laura","Jones","1964-11-06","Single","Asian"
184,"Frank","Smith","1985-02-07","Single","Asian"
185,"Alice","Phillips","1985-09-30","Single","Black"
186,"Steven","Hernandez","1986-09-07","Unknown","White"
187,"Mary","Edwards","1982-06-15","Unknown","Other"
188,"Ryan","Robinson","1968-06-17","Married","White"
189,"Michael","Thomas","1987-08-20","Married","Other"
190,"Frank","King","1974-09-24","Married","White"
191,"Walter","Thomas","1955-04-10","Married","Black"
192,"Anna","Martin","1976-06-30","Married","White"
193,"Sandra","Wilson","1975-01-20","Married","Black"
194,"Doris","King","1972-05-31","Single","Hispanic"
195,"John","Robinson","1988-06-19","Single","Black"
196,"Robert","Evans","1958-06-28","Married","Hispanic"
197,"Joshua","Anderson","1977-09-16","Single","White"
198,"Timothy","Davis","1979-10-11","Single","White"
199,"Donna","Rodriguez","1967-03-08","Single","Other"
200,"Deborah","Clark","1972-02-03","Unknown","White"
201,"Helen","Miller","1970-12-22","Unknown","Hispanic"
202,"Barbara","Thompson","1982-08-11","Single","Asian"
203,"Arthur","Walker","1995-10-16","Single","White"
204,"Barbara","Walker","1967-04-04","Married","Black"
205,"Eric","Hill","1965-05-05","Married","Hispanic"
206,"David","Brown","1981-05-09","Single","White"
207,"Michael","Rodriguez","1976-05-05","Married","Hispanic"
208,"Amanda","Lopez","1983-03-04","Single","Black"
209,"Michael","Evans","1971-08-03","Unknown","White"
210,"Henry","Lewis","1980-08-29","Married","Black"
211,"Jerry","Smith","1968-04-21","Single","White"
212,"Jennifer","Phillips","1960-09-29","Single","White"
213,"Douglas","Martinez","1975-09-22","Married","Black"
214,"Christopher","Scott","1952-08-07","Unknown","Asian"
215,"Paul","Walker","1987-06-23","Single","Hispanic"
216,"Barbara","Anderson","1959-07-08","Unknown","Black"
217,"Laura","Allen","1968-01-20","Married","White"
218,"Carl","Robinson","1987-02-20","Single","Black"
219,"Peter","Lopez","1972-12-04","Married","Hispanic"
220,"Robert","Phillips","1980-09-28","Single","Hispanic"
221,"Peter","Green","1989-06-07","Married","White"
222,"Mark","Evans","1993-10-29","Single","White"
223,"Janet","Brown","1970-12-05","Married","White"
224,"Mark","Lee","1989-06-03","Married","Hispanic"
225,"George","Adams","1972-08-25","Married","Black"
226,"Kenneth","Scott","1982-04-12","Single","Asian"
227,"Janet","Moore","1979-04-03","Married","White"
228,"Kathleen","Evans","1985-12-07","Single","White"
229,"Pamela","Wilson","1970-12-23","Married","White"
230,"Linda","Lopez","1976-06-07","Single","Asian"
231,"Heather","Martinez","1964-08-30","Married","White"
232,"Arthur","Moore","1965-11-28","Married","White"
233,"Gregory","Wright","1976-10-04","Married","Black"
234,"Ryan","Williams","1958-12-02","Single","White"
235,"Jessica","Lopez","1979-03-11","Married","White"
236,"Roger","Brown","1976-06-08","Married","White"
237,"Paul","Phillips","1980-04-01","Single","Black"
238,"Richard","Martinez","1973-02-09","Married","Other"
239,"Kimberly","Phillips","1987-01-21","Married","White"
240,"Jerry","Wilson","1973-09-10","Single","White"
241,"Timothy","Hill","1963-11-11","Married","Other"
242,"Carolyn","Jones","1971-06-08","Single","Other"
243,"Teresa","Phillips","1984-06-11","Single","Asian"
244,"Amy","Adams","1977-06-01","Married","Asian"
245,"Walter","Rodriguez","1970-07-26","Single","Asian"
246,"Brian","Lee","1982-09-04","Single","Hispanic"
247,"Susan","Mitchell","1967-02-03","Married","White"
248,"Robert","Rodriguez","1965-08-11","Single","White"
249,"Donna","Jackson","1960-12-13","Married","Other"
250,"Timothy","King","1971-03-10","Unknown","Other"
251,"Teresa","Parker","1964-04-23","Single","Asian"
252,"George","Roberts","1966-09-19","Married","Asian"
253,"Carolyn","Davis","1981-11-17","Single","White"
254,"Maria","Harris","1973-07-23","Unknown","White"
255,"Anthony","Allen","1970-09-10","Married","White"
256,"Pamela","Rodriguez","1991-03-02","Single","White"
257,"Carolyn","Wright","1980-09-22","Married","Black"
258,"Cynthia","Lewis","1980-09-11","Unknown","Asian"
259,"Harold","Nelson","1976-03-26","Single","White"
260,"Jerry","Williams","1971-05-23","Single","White"
261,"Charles","Allen","1974-08-22","Single","Hispanic"
262,"Cynthia","Rodriguez","1952-06-18","Single","Asian"
263,"Dennis","Anderson","1971-06-29","Married","White"
264,"Larry","Nelson","1992-01-23","Married","Hispanic"
265,"William","Hall","1965-04-12","Unknown","Hispanic"
266,"Douglas","Brown","1981-04-11","Unknown","White"
267,"John","Williams","1981-05-14","Single","Hispanic"
268,"Harold","Taylor","1967-12-05","Married","White"
269,"Christopher","Harris","1989-06-13","Married","Hispanic"
270,"Carol","Roberts","1984-04-05","Married","Other"
271,"Michelle","Turner","1974-08-09","Unknown","Other"
272,"Daniel","Miller","1970-05-16","Single","White"
273,"Kenneth","Clark","1985-07-05","Single","White"
274,"Jason","Baker","1967-12-14","Married","Black"
275,"Kevin","Hall","1964-08-12","Unknown","White"
276,"Dennis","Turner","1973-03-29","Married","White"
277,"Amy","Adams","1965-08-31","Single","Black"
278,"Lisa","Perez","1958-11-21","Single","Asian"
279,"Ronald","Hall","1977-07-28","Single","White"
280,"Richard","Collins","1979-12-19","Unknown","White"
281,"Mark","Scott","1971-01-22","Single","White"
282,"Frank","Green","1981-01-20","Married","Asian"
283,"Jerry","White","1989-03-11","Single","Black"
284,"Carolyn","Thomas","1976-06-21","Married","Asian"
285,"Julie","Adams","1984-06-26","Married","Asian"
286,"George","Young","1975-05-21","Single","White"
287,"Brenda","Gonzalez","1989-06-01","Married","White"
288,"Deborah","Scott","1968-01-23","Married","Asian"
289,"Donald","Mitchell","1969-06-22","Single","White"
290,"Robert","Jones","1978-05-23","Single","White"
291,"Martha","Johnson","1986-11-22","Single","Black"
292,"David","Scott","1984-05-03","Single","Asian"
293,"Mary","Garcia","1976-06-27","Married","White"
294,"Doris","Lewis","1954-06-28","Married","White"
295,"Ann","Jackson","1976-08-30","Single","Black"
296,"Virginia","Martin","1979-06-02","Married","Asian"
297,"Donald","Evans","1975-03-03","Married","White"
298,"Dennis","Scott","1981-07-15","Single","Asian"
299,"Elizabeth","Turner","1986-07-05","Unknown","Hispanic"
300,"Julie","Martin","1976-05-27","Single","Black"
301,"Kevin","Martinez","1984-05-27","Single","Hispanic"
302,"Kimberly","Collins","1973-06-21","Unknown","Hispanic"
303,"Lisa","Gonzalez","1967-07-17","Unknown","White"
304,"Laura","Edwards","1963-12-08","Single","Black"
305,"Deborah","Thompson","1976-01-04","Married","Hispanic"
306,"Jason","Martinez","1962-05-04","Single","Hispanic"
307,"Scott","Miller","1979-05-11","Unknown","White"
308,"David","Jones","1994-07-03","Single","Other"
309,"Kenneth","Adams","1970-03-11","Unknown","Asian"
310,"Dorothy","Green","1975-11-23","Single","White"
311,"Raymond","Hall","1978-10-24","Single","Black"
312,"James","Martinez","1963-07-11","Married","White"
313,"Lisa","Jackson","1973-02-10","Single","White"
314,"Carol","Thompson","1974-12-03","Married","Other"
315,"Jerry","Johnson","1988-11-30","Single","Asian"
316,"George","Wilson","1980-09-27","Unknown","Hispanic"
317,"Alice","Hill","1985-07-07","Unknown","Black"
318,"Sandra","Gonzalez","1973-04-15","Married","White"
319,"Teresa","Walker","1967-05-20","Married","White"
320,"Elizabeth","Baker","1975-07-25","Single","Asian"
321,"Alice","Phillips","1953-11-28","Unknown","Hispanic"
322,"Jose","Hill","1975-11-30","Single","Hispanic"
323,"Stephen","Gonzalez","1969-01-12","Single","Asian"
324,"Robert","Turner","1965-08-25","Married","White"
325,"Carol","Hernandez","1991-05-31","Unknown","Black"
326,"Sharon","Rodriguez","1983-06-17","Married","White"
327,"Edward","Campbell","1970-03-05","Married","Black"
328,"Teresa","Moore","1977-10-11","Single","Other"
329,"Deborah","Baker","1979-07-06","Single","Other"
330,"Joshua","Hill","1984-11-21","Married","White"
331,"Helen","Allen","1980-07-20","Married","Asian"
332,"Frances","Moore","1965-09-23","Single","Asian"
333,"Joshua","Baker","1973-08-06","Married","White"
334,"Henry","Green","1968-08-06","Married","White"
335,"Heather","White","1973-08-08","Married","Black"
336,"Maria","Mitchell","1972-06-20","Single","Black"
337,"Susan","Thompson","1991-03-03","Married","Hispanic"
338,"Brian","Allen","1980-08-19","Unknown","White"
339,"Matthew","Hernandez","1976-11-18","Unknown","White"
340,"Elizabeth","Jackson","1977-06-27","Single","White"
341,"William","Edwards","1969-04-09","Married","White"
342,"Joyce","Anderson","1979-01-06","Single","Hispanic"
343,"Janet","Jackson","1985-08-30","Single","Other"
344,"Anthony","Thompson","1995-02-17","Single","Hispanic"
345,"Rebecca","Gonzalez","1982-05-27","Married","Other"
346,"Gregory","Campbell","1971-04-29","Single","Black"
347,"Patrick","Thompson","1985-04-25","Married","White"
348,"Jennifer","Young","1980-02-19","Single","White"
349,"Mary","Mitchell","1973-04-18","Single","Black"
350,"Andrew","Hernandez","1982-10-13","Unknown","White"
351,"Christine","Williams","1970-01-28","Single","White"
352,"Christopher","Gonzalez","1970-03-19","Married","Hispanic"
353,"David","Scott","1970-03-16","Single","White"
354,"Elizabeth","Smith","1981-12-05","Married","Hispanic"
355,"Linda","Walker","1980-11-26","Single","White"
356,"Teresa","Mitchell","1964-03-16","Unknown","Hispanic"
357,"Walter","Mitchell","1971-05-23","Married","White"
358,"Anna","Perez","1981-11-16","Single","Other"
359,"Kimberly","Walker","1979-06-13","Single","White"
360,"Laura","Anderson","1973-10-28","Unknown","White"
361,"Pamela","Green","1988-06-20","Single","Other"
362,"Matthew","Lee","1965-07-17","Single","Asian"
363,"Ronald","Clark","1973-10-28","Single","Black"
364,"Susan","Hall","1972-11-07","Married","Black"
365,"Robert","Allen","1958-03-02","Single","Black"
366,"Henry","Williams","1978-01-12","Single","White"
367,"Dennis","Taylor","1972-02-09","Unknown","Black"
368,"Carol","Parker","1979-04-15","Single","Hispanic"
369,"Daniel","Turner","1987-12-06","Single","White"
370,"Julie","Hernandez","1983-02-04","Married","Black"
371,"Gregory","Thompson","1976-02-22","Married","Black"
372,"Catherine","Hernandez","1980-02-05","Single","Black"
373,"Ronald","Wilson","1988-04-05","Single","White"
374,"Donald","Hall","1974-07-11","Single","Hispanic"
375,"Mark","Lopez","1967-12-16","Married","Hispanic"
376,"Margaret","Scott","1982-06-15","Unknown","White"
377,"Patrick","Carter","1970-03-07","Married","Other"
378,"Janet","Hernandez","1965-02-25","Single","Asian"
379,"Kevin","Harris","1974-07-14","Single","Asian"
380,"Shirley","Edwards","1975-06-22","Single","Asian"
381,"James","Smith","1980-03-03","Single","White"
382,"James","Hernandez","1961-08-12","Single","White"
383,"Kevin","Jones","1976-07-10","Married","Hispanic"
384,"Karen","Smith","1973-11-03","Single","White"
385,"Helen","Gonzalez","1975-02-07","Single","Asian"
386,"Brian","Robinson","1971-05-05","Married","Hispanic"
387,"Peter","Collins","1973-10-06","Married","Asian"
388,"Raymond","Moore","1962-10-20","Single","Other"
389,"Kimberly","Nelson","1978-06-25","Single","White"
390,"Christopher","Carter","1977-04-11","Married","White"
391,"Gary","Martin","1968-02-20","Married","Other"
392,"Sandra","Moore","1978-10-04","Married","Other"
393,"Diane","Edwards","1974-10-27","Married","White"
394,"Julie","Phillips","1969-08-13","Single","Other"
395,"John","Nelson","1971-03-11","Single","White"
396,"Pamela","Davis","1967-07-11","Married","White"
397,"Timothy","King","1971-03-26","Single","White"
398,"Walter","Anderson","1978-12-20","Single","White"
399,"Gary","Anderson","1978-10-28","Married","Asian"
400,"Ruth","Campbell","1974-10-23","Married","Hispanic"
401,"Maria","Brown","1986-12-29","Married","Other"
402,"Brian","Edwards","1966-02-14","Single","Hispanic"
403,"Sandra","Rodriguez","1983-04-11","Single","Black"
404,"Brenda","Moore","1958-07-16","Unknown","Hispanic"
405,"Ruth","Collins","1969-06-07","Single","White"
406,"Daniel","Walker","1978-04-25","Married","White"
407,"Amanda","Nelson","1967-03-18","Single","White"
408,"Edward","Jones","1983-12-11","Married","White"
409,"Frances","Phillips","1964-06-30","Unknown","White"
410,"Brenda","Moore","1967-02-26","Married","Black"
411,"Robert","Turner","1955-05-19","Single","White"
412,"Julie","Wilson","1985-01-30","Single","White"
413,"Joyce","Hill","1973-09-09","Single","Other"
414,"Douglas","Parker","1994-11-13","Single","Black"
415,"Daniel","Thompson","1978-01-22","Married","Black"
416,"Donald","Perez","1973-04-19","Unknown","White"
417,"Betty","Allen","1969-04-18","Single","Other"
418,"Mary","Adams","1976-09-12","Single","White"
419,"Harold","Miller","1981-03-24","Single","White"
420,"Charles","Miller","1981-04-23","Married","Other"
421,"Linda","Thompson","1975-08-29","Married","White"
422,"Dorothy","Williams","1955-05-16","Married","White"
423,"Laura","Campbell","1979-10-28","Married","Hispanic"
424,"James","Mitchell","1972-03-18","Single","Hispanic"
425,"Martha","Evans","1964-02-27","Single","White"
426,"Richard","Hall","1973-12-19","Married","Other"
427,"Deborah","Young","1979-04-19","Single","Asian"
428,"Sarah","Hill","1987-11-01","Single","Black"
429,"Mary","Wilson","1982-08-04","Unknown","Hispanic"
430,"Rebecca","Mitchell","1981-05-22","Married","Hispanic"
431,"Martha","Parker","1982-04-26","Married","White"
432,"Sarah","Hernandez","1982-04-30","Unknown","Asian"
433,"Paul","Gonzalez","1971-07-06","Single","White"
434,"Nancy","Collins","1976-04-16","Married","Hispanic"
435,"Pamela","Thomas","1969-04-11","Married","White"
436,"Matthew","Clark","1978-01-03","Single","Black"
437,"Joyce","Thomas","1963-09-20","Single","White"
438,"John","Young","1973-11-02","Unknown","Hispanic"
439,"Amanda","Adams","1985-04-04","Married","Black"
440,"Dennis","White","1962-07-03","Single","White"
441,"Thomas","Harris","1966-08-22","Married","White"
442,"Gary","Martinez","1974-01-19","Single","Asian"
443,"Deborah","Walker","1981-11-29","Married","White"
444,"James","Robinson","1982-05-01","Married","White"
445,"Peter","Young","1969-02-25","Married","Other"
446,"Stephen","Mitchell","1977-11-13","Single","Hispanic"
447,"Ronald","Allen","1972-08-08","Single","White"
448,"Ronald","Brown","1964-12-10","Single","White"
449,"Donald","Adams","1979-07-04","Single","Asian"
450,"Christopher","Jones","1967-11-18","Single","Other"
451,"Raymond","Thomas","1980-08-29","Single","Black"
452,"Carolyn","Martinez","1976-08-18","Single","Asian"
453,"Margaret","Green","1992-09-08","Married","White"
454,"Jessica","Lewis","1976-09-25","Unknown","White"
455,"Robert","King","1955-04-14","Single","Other"
456,"Patricia","Miller","1995-06-22","Married","Asian"
457,"Amanda","Anderson","1988-10-13","Single","White"
458,"Sandra","Thompson","1962-06-15","Single","Black"
459,"Amanda","Carter","1969-09-23","Single","White"
460,"Joseph","White","1980-01-10","Married","Asian"
461,"Linda","Edwards","1980-03-13","Married","Hispanic"
462,"Mark","Brown","1966-10-03","Single","Black"
463,"John","Thompson","1990-03-06","Single","White"
464,"Joseph","Lewis","1972-12-01","Single","White"
465,"Pamela","Scott","1969-03-23","Unknown","Asian"
466,"Roger","Lee","1976-07-29","Single","White"
467,"Martha","King","1983-01-13","Married","White"
468,"Jose","Gonzalez","1982-05-30","Single","White"
469,"Joseph","Adams","1959-11-05","Unknown","White"
470,"William","Lewis","1975-06-26","Unknown","Hispanic"
471,"Andrew","Anderson","1965-06-25","Married","White"
472,"Stephen","Williams","1987-03-05","Unknown","White"
473,"Angela","Carter","1984-02-06","Married","White"
474,"William","Hall","1958-04-27","Single","Asian"
475,"Frances","Brown","1964-10-10","Single","Other"
476,"Douglas","Taylor","1983-12-12","Single","White"
477,"Jennifer","Johnson","1961-01-11","Married","White"
478,"Elizabeth","Wright","1973-09-14","Single","Asian"
479,"Heather","Taylor","1977-06-01","Single","Other"
480,"Joshua","Roberts","1975-04-13","Married","Asian"
481,"Julie","Davis","1980-12-03","Single","White"
482,"David","Hernandez","1982-06-28","Single","Hispanic"
483,"Stephen","Carter","1977-07-25","Married","Asian"
484,"Anthony","Thompson","1978-07-12","Single","Hispanic"
485,"Teresa","Davis","1975-09-02","Married","Hispanic"
486,"Mark","Brown","1993-04-25","Married","Hispanic"
487,"Frances","Baker","1978-11-18","Unknown","White"
488,"Larry","Jones","1975-10-04","Married","White"
489,"Margaret","Taylor","1975-03-11","Unknown","White"
490,"Edward","Taylor","1954-11-20","Married","Hispanic"
491,"Jerry","King","1963-10-19","Single","Hispanic"
492,"Frank","Turner","1976-03-15","Single","White"
493,"Gary","Moore","1966-01-25","Single","Black"
494,"Harold","Lopez","1968-05-24","Unknown","White"
495,"Nancy","Young","1963-12-03","Single","Black"
496,"Patricia","Smith","1964-10-23","Single","White"
497,"Christine","Davis","1968-06-11","Married","Asian"
498,"Frank","Wilson","1974-11-18","Married","White"
499,"Joseph","King","1940-05-06","Single","Asian"
500,"Joshua","Harris","1981-01-15","Single","White"
