"user_id","first_name","last_name","dob","gender","martital_status","race","religion"
59,"Marie","Parker","1980-03-20","Feamle","Married","White","Christian"
60,"Patricia","Jones","1966-01-12","Feamle","Unknown","White","Christian"
61,"Heather","Jenkins","1975-03-11","Feamle","Married","White","Christian"
62,"Henderson","Parker","1990-10-30","Male","Unknown","Hispanic","Agnostic"
63,"Anderson","Garcia","1969-06-04","Male","Married","Hispanic","Agnostic"
64,"Brooks","Jones","1952-06-09","Male","Married","Black","Christian"
65,"Brenda","James","1979-02-02","Feamle","Married","Hispanic","Christian"
66,"Scott","Bailey","1965-01-15","Male","Married","White","Christian"
67,"Allen","Johnson","1970-11-10","Male","Unknown","White","Christian"
68,"Teresa","Barnes","1982-10-21","Feamle","Unknown","Hispanic","Christian"
69,"Walker","Collins","1971-06-23","Male","Unknown","White","Christian"
70,"Cynthia","Patterson","1991-07-25","Feamle","Single","Asian","Christian"
71,"Ward","Peterson","1969-07-28","Male","Married","Hispanic","Christian"
72,"Perez","Ross","1969-02-24","Male","Married","White","Jewish"
73,"Patricia","Roberts","1968-12-17","Feamle","Single","Asian","Christian"
74,"Lee","Sanchez","1980-12-11","Male","Married","White","Christian"
75,"Bryant","Cook","1956-09-08","Male","Married","Asian","Agnostic"
76,"Gonzales","Watson","1975-10-16","Male","Married","White","Agnostic"
77,"Simmons","Long","1963-12-31","Male","Single","White","Agnostic"
78,"Thompson","Garcia","1990-03-23","Male","Single","White","Agnostic"
79,"Thompson","Wright","1980-09-20","Male","Married","White","Agnostic"
80,"Michelle","Anderson","1978-02-04","Feamle","Unknown","Black","Christian"
81,"Amy","Ward","1977-09-05","Feamle","Married","Asian","Christian"
82,"King","Scott","1975-09-08","Male","Married","Hispanic","Christian"
83,"Christine","Nelson","1967-11-21","Feamle","Married","Hispanic","Christian"
84,"Clark","James","1966-08-13","Male","Married","Black","Christian"
85,"Donna","Wilson","1975-08-07","Feamle","Married","White","Jewish"
86,"Perry","Martin","1981-03-18","Male","Single","Black","Christian"
87,"Young","Jones","1960-05-30","Male","Married","White","Christian"
88,"White","Edwards","1976-09-23","Male","Married","White","Christian"
89,"Adams","Price","1980-01-04","Male","Single","White","Christian"
90,"Green","Henderson","1988-01-29","Male","Married","White","Agnostic"
91,"Pamela","Roberts","1979-07-03","Feamle","Single","Hispanic","Christian"
92,"Patricia","Lewis","1984-11-19","Feamle","Married","Multiracial","Agnostic"
93,"Howard","Thomas","1981-02-11","Other","Married","White","Agnostic"
94,"Sharon","Carter","1999-10-29","Feamle","Married","Hispanic","Christian"
95,"Moore","Brooks","1970-10-09","Male","Married","White","Christian"
96,"Diane","Morgan","1975-12-31","Feamle","Married","White","Christian"
97,"Rodriguez","Flores","1981-09-20","Male","Unknown","White","Christian"
98,"Patricia","Nelson","1958-06-02","Feamle","Single","White","Christian"
99,"Adams","Smith","1957-10-19","Male","Unknown","Hispanic","Christian"
100,"Deborah","Long","1964-05-09","Feamle","Single","White","Agnostic"
101,"Thompson","Campbell","1977-04-07","Male","Married","White","Christian"
102,"Ward","Ward","1965-04-24","Male","Unknown","Black","Christian"
103,"Carol","Miller","1974-05-12","Feamle","Single","White","Christian"
104,"Gonzalez","Nelson","1993-05-14","Male","Single","Black","Agnostic"
105,"Christine","Powell","1965-08-11","Feamle","Married","Black","Agnostic"
106,"Pamela","Davis","1965-12-06","Feamle","Single","White","Christian"
107,"Barnes","Nelson","1969-08-15","Male","Single","White","Other"
108,"Mitchell","Hill","1968-09-29","Male","Single","Multiracial","Agnostic"
109,"Carolyn","Thompson","1965-03-25","Feamle","Unknown","White","Christian"
110,"Sharon","Parker","1978-11-06","Feamle","Married","Hispanic","Christian"
111,"Gloria","Cooper","1982-12-19","Feamle","Single","White","Other"
112,"Julie","Rivera","1985-05-08","Feamle","Married","Asian","Christian"
113,"Kelly","Sanders","1965-06-26","Male","Unknown","Black","Christian"
114,"Melissa","Hernandez","1981-07-14","Feamle","Married","Black","Agnostic"
115,"Brenda","Baker","1967-08-16","Feamle","Single","Black","Agnostic"
116,"Jones","Perez","1974-02-19","Male","Unknown","White","Buddhist"
117,"Stephanie","Torres","1953-09-28","Feamle","Married","White","Agnostic"
118,"Diane","Murphy","1957-07-23","Feamle","Single","White","Christian"
119,"Janet","Carter","1959-02-25","Feamle","Unknown","Hispanic","Christian"
120,"Ann","Brooks","1971-04-03","Feamle","Married","White","Agnostic"
121,"Carol","Morgan","1973-03-23","Feamle","Single","Black","Buddhist"
122,"Barnes","Cox","1970-04-14","Male","Single","White","Christian"
123,"Mary","Bennett","1964-06-28","Feamle","Unknown","Black","Christian"
124,"Virginia","Watson","1961-09-02","Feamle","Single","White","Christian"
125,"Rivera","Murphy","1989-03-03","Male","Single","Multiracial","Christian"
126,"Kathleen","Jenkins","1983-09-20","Feamle","Married","White","Atheist"
127,"Ross","Morris","1969-10-30","Other","Unknown","White","Christian"
128,"Roberts","White","1974-05-28","Male","Unknown","Hispanic","Christian"
129,"Laura","Robinson","1997-04-21","Feamle","Married","Hispanic","Christian"
130,"Stephanie","Smith","1978-05-11","Feamle","Married","White","Christian"
131,"Turner","Edwards","1968-06-28","Other","Single","White","Christian"
132,"Julie","Gray","1983-07-27","Feamle","Married","Hispanic","Christian"
133,"Sandra","Hall","1974-07-11","Feamle","Single","Hispanic","Christian"
134,"Jennifer","Barnes","1970-02-13","Feamle","Single","White","Atheist"
135,"James","Gonzalez","1959-02-15","Other","Single","Hispanic","Christian"
136,"Angela","Hill","1971-01-07","Feamle","Married","Asian","Christian"
137,"Amy","Collins","1986-11-26","Feamle","Married","White","Christian"
138,"Deborah","Wilson","1971-06-24","Feamle","Married","White","Christian"
139,"Donna","Peterson","1981-05-09","Feamle","Single","White","Christian"
140,"Martinez","Foster","1979-02-13","Other","Married","Black","Christian"
141,"Young","Hall","1988-05-01","Male","Single","White","Agnostic"
142,"Simmons","Hernandez","1976-11-11","Male","Unknown","Asian","Atheist"
143,"Clark","Foster","1975-06-28","Male","Single","White","Agnostic"
144,"Barbara","Ross","1983-09-14","Feamle","Single","White","Christian"
145,"Rivera","Young","1983-10-03","Male","Single","White","Agnostic"
146,"Johnson","Rodriguez","1988-12-29","Male","Single","White","Christian"
147,"Hernandez","Jackson","1971-03-13","Male","Single","White","Christian"
148,"Henderson","Griffin","1977-01-19","Male","Single","Hispanic","Christian"
149,"Bryant","Baker","1965-05-16","Male","Single","White","Christian"
150,"Washington","Phillips","1974-03-04","Male","Single","White","Agnostic"
151,"Rivera","Howard","1973-03-11","Male","Unknown","White","Christian"
152,"Margaret","Russell","1979-05-07","Feamle","Single","White","Christian"
153,"Perez","Ross","1948-07-20","Male","Single","White","Agnostic"
154,"Price","Taylor","1981-04-23","Male","Married","Black","Agnostic"
155,"Clark","Taylor","1987-01-07","Male","Married","White","Christian"
156,"Perez","Reed","1974-03-08","Male","Married","White","Atheist"
157,"Christine","Henderson","1966-01-29","Feamle","Single","White","Christian"
158,"Jennifer","Powell","1965-11-10","Feamle","Single","Asian","Jewish"
159,"Cynthia","Stewart","1979-07-02","Feamle","Married","Asian","Agnostic"
160,"Kathleen","Green","1980-02-14","Feamle","Unknown","White","Christian"
161,"Angela","Simmons","1968-11-12","Feamle","Married","White","Christian"
162,"Thompson","Alexander","1973-02-03","Male","Married","White","Atheist"
163,"Margaret","Roberts","1983-10-08","Feamle","Single","White","Agnostic"
164,"Betty","Robinson","1984-12-30","Feamle","Unknown","Hispanic","Christian"
165,"Martin","Mitchell","1972-05-15","Male","Single","Hispanic","Christian"
166,"Amy","Sanders","1977-11-08","Feamle","Single","White","Christian"
167,"Lopez","King","1976-01-15","Male","Single","Black","Christian"
168,"Carter","Sanders","1979-05-30","Male","Unknown","White","Christian"
169,"Allen","Bryant","1963-05-06","Male","Single","Black","Christian"
170,"Ann","Richardson","1954-07-12","Feamle","Married","White","Christian"
171,"Brenda","Patterson","1952-11-05","Feamle","Married","White","Christian"
172,"Brown","Hall","1985-10-22","Male","Married","Multiracial","Christian"
173,"Gloria","Cooper","1968-10-29","Feamle","Unknown","White","Atheist"
174,"Gloria","Hall","1969-03-05","Transgener","Single","White","Christian"
175,"Anna","Parker","1982-04-19","Feamle","Single","White","Agnostic"
176,"Patricia","Wood","1980-05-06","Other","Married","Black","Christian"
177,"Henderson","Brooks","1980-05-20","Male","Unknown","Multiracial","Christian"
178,"Jennifer","Lee","1992-10-09","Feamle","Married","Asian","Christian"
179,"Kathleen","Kelly","1965-06-12","Feamle","Single","White","Christian"
180,"Laura","Simmons","1971-01-10","Feamle","Single","White","Christian"
181,"Harris","Johnson","1970-01-13","Male","Unknown","White","Agnostic"
182,"Carolyn","Moore","1975-02-07","Feamle","Married","Asian","Agnostic"
183,"Ann","Evans","1980-09-02","Transgener","Married","Black","Christian"
184,"Sarah","Campbell","1986-06-10","Feamle","Single","White","Christian"
185,"Pamela","Carter","1972-01-04","Feamle","Single","Hispanic","Agnostic"
186,"Cynthia","Bennett","1965-01-14","Feamle","Single","White","Christian"
187,"James","Walker","1962-07-17","Male","Single","White","Christian"
188,"Doris","Stewart","1958-04-28","Feamle","Unknown","Black","Buddhist"
189,"Margaret","Peterson","1986-02-10","Feamle","Married","Asian","Other"
190,"Bell","Bailey","1970-07-15","Male","Married","Hispanic","Agnostic"
191,"Jennifer","Murphy","1979-10-17","Other","Single","White","Christian"
192,"Mary","Flores","1969-08-13","Feamle","Single","Multiracial","Christian"
193,"Sandra","Griffin","1997-03-19","Feamle","Single","Hispanic","Christian"
194,"Catherine","Miller","1956-11-13","Feamle","Married","White","Christian"
195,"Allen","Hill","1964-12-01","Male","Unknown","White","Christian"
196,"Gloria","Thomas","1964-12-08","Feamle","Single","White","Other"
197,"Jackson","Phillips","1978-12-12","Male","Single","White","Atheist"
198,"Moore","Gonzalez","1981-04-30","Male","Single","White","Agnostic"
199,"Ruth","Morgan","1967-02-02","Feamle","Married","White","Agnostic"
200,"Johnson","Reed","1989-09-27","Male","Married","Black","Christian"
